,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
317,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2022: USA,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,83.0
318,Moscow Mule,Bad Bunny,Top Songs of 2022: USA,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940.0,85.0
319,Freestyle,Lil Baby,Top Songs of 2022: USA,0.877,0.517,2.0,-5.426,0.0,0.0706,0.217,0.0,0.143,0.255,119.996,162053.0,80.0
320,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,Top Songs of 2022: USA,0.748,0.713,6.0,-6.399,1.0,0.355,0.00496,0.0,0.245,0.482,75.591,279573.0,67.0
322,By Your Side,Rod Wave,Top Songs of 2022: USA,0.649,0.508,8.0,-10.232,1.0,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,194051.0,64.0
323,Wants and Needs (feat. Lil Baby),Drake,Top Songs of 2022: USA,0.578,0.449,1.0,-6.349,1.0,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956.0,78.0
325,You Proof,Morgan Wallen,Top Songs of 2022: USA,0.731,0.85,9.0,-4.913,1.0,0.0336,0.252,0.0,0.605,0.644,119.706,157478.0,81.0
326,Wasted On You,Morgan Wallen,Top Songs of 2022: USA,0.505,0.657,11.0,-5.24,0.0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520.0,80.0
328,Me or Sum (feat. Future & Lil Baby),Nardo Wick,Top Songs of 2022: USA,0.534,0.573,1.0,-6.757,1.0,0.414,0.00926,0.0,0.136,0.373,160.333,225533.0,68.0
329,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2022: USA,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000.0,80.0
330,Efecto,Bad Bunny,Top Songs of 2022: USA,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061.0,87.0
331,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Top Songs of 2022: USA,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,76.0
332,Party,"Bad Bunny, Rauw Alejandro",Top Songs of 2022: USA,0.829,0.799,9.0,-5.389,1.0,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629.0,81.0
333,No Role Modelz,J. Cole,Top Songs of 2022: USA,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,85.0
334,Die For You,The Weeknd,Top Songs of 2022: USA,0.582,0.525,1.0,-7.163,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,260253.0,85.0
335,Need To Know,Doja Cat,Top Songs of 2022: USA,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,78.0
336,P power (feat. Drake),Gunna,Top Songs of 2022: USA,0.828,0.591,1.0,-6.217,1.0,0.109,0.0199,0.000323,0.361,0.202,119.251,193347.0,72.0
337,Bad Habit,Steve Lacy,Top Songs of 2022: USA,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115.0,84.0
338,AHHH HA,Lil Durk,Top Songs of 2022: USA,0.676,0.61,1.0,-9.185,1.0,0.273,0.000114,1.73e-06,0.191,0.519,156.005,186538.0,61.0
339,Whiskey Glasses,Morgan Wallen,Top Songs of 2022: USA,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347.0,77.0
340,Martin & Gina,Polo G,Top Songs of 2022: USA,0.832,0.534,1.0,-7.813,0.0,0.253,0.345,0.0,0.165,0.116,93.924,132833.0,78.0
341,Power Trip (feat. Miguel),J. Cole,Top Songs of 2022: USA,0.667,0.608,1.0,-7.054,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0,74.0
342,Under the Influence,Chris Brown,Top Songs of 2022: USA,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613.0,88.0
343,No Love,"Summer Walker, SZA",Top Songs of 2022: USA,0.707,0.618,1.0,-5.825,0.0,0.19,0.17,0.0,0.293,0.517,133.876,231498.0,74.0
344,Chasin' You,Morgan Wallen,Top Songs of 2022: USA,0.631,0.591,7.0,-5.785,1.0,0.0277,0.657,0.0,0.11,0.489,97.074,205453.0,77.0
345,Right On,Lil Baby,Top Songs of 2022: USA,0.535,0.618,2.0,-5.668,1.0,0.382,0.0245,0.0,0.103,0.211,165.991,213976.0,67.0
346,abcdefu,GAYLE,Top Songs of 2022: USA,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,168602.0,81.0
347,Después de la Playa,Bad Bunny,Top Songs of 2022: USA,0.564,0.903,5.0,-3.221,1.0,0.307,0.356,0.0,0.175,0.607,78.293,230400.0,79.0
348,Best I Ever Had,Drake,Top Songs of 2022: USA,0.395,0.922,1.0,-2.176,1.0,0.375,0.19,0.0,0.134,0.558,162.361,257690.0,73.0
349,Drowning (feat. Kodak Black),A Boogie wit da Hoodie,Top Songs of 2022: USA,0.839,0.81,5.0,-5.274,0.0,0.0568,0.501,0.0,0.117,0.814,129.014,209269.0,75.0
350,Sum 2 Prove,Lil Baby,Top Songs of 2022: USA,0.827,0.552,4.0,-7.571,0.0,0.274,0.0169,0.0,0.122,0.408,124.011,205760.0,68.0
351,goosebumps,Travis Scott,Top Songs of 2022: USA,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,243837.0,80.0
352,Armed and Dangerous,Juice WRLD,Top Songs of 2022: USA,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,169999.0,74.0
353,DÁKITI,"Bad Bunny, Jhayco",Top Songs of 2022: USA,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,78.0
354,Tarot,"Bad Bunny, Jhayco",Top Songs of 2022: USA,0.795,0.684,11.0,-3.971,0.0,0.0419,0.0225,0.0,0.658,0.419,114.011,237895.0,82.0
355,Started From the Bottom,Drake,Top Songs of 2022: USA,0.793,0.524,8.0,-7.827,1.0,0.156,0.0319,0.0,0.156,0.579,86.325,174133.0,63.0
356,No Guidance (feat. Drake),Chris Brown,Top Songs of 2022: USA,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,75.0
357,Stick Talk,Future,Top Songs of 2022: USA,0.729,0.672,7.0,-6.749,1.0,0.282,0.0265,0.0,0.244,0.595,159.903,171333.0,59.0
358,Kacey Talk,YoungBoy Never Broke Again,Top Songs of 2022: USA,0.877,0.607,10.0,-7.818,0.0,0.15,0.535,0.0,0.138,0.773,127.055,151249.0,0.0
359,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2022: USA,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,78.0
360,Sand In My Boots,Morgan Wallen,Top Songs of 2022: USA,0.403,0.537,3.0,-6.628,1.0,0.031,0.59,0.0,0.112,0.414,69.877,202133.0,73.0
361,No Flockin,Kodak Black,Top Songs of 2022: USA,0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291.0,72.0
362,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2022: USA,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443.0,74.0
363,Blinding Lights,The Weeknd,Top Songs of 2022: USA,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
365,Beautiful Crazy,Luke Combs,Top Songs of 2022: USA,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,193200.0,76.0
366,RAPSTAR,Polo G,Top Songs of 2022: USA,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,165926.0,78.0
367,Free Mind,Tems,Top Songs of 2022: USA,0.562,0.463,6.0,-7.478,1.0,0.0787,0.442,0.000145,0.157,0.416,125.15,247579.0,70.0
368,Back in Blood (feat. Lil Durk),Pooh Shiesty,Top Songs of 2022: USA,0.759,0.538,8.0,-8.256,0.0,0.384,0.151,0.0,0.126,0.831,146.933,184490.0,67.0
369,Cold Heart (PNAU Remix),"Elton John, Dua Lipa",Top Songs of 2022: USA,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,82.0
370,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",Top Songs of 2022: USA,0.647,0.686,3.0,-5.745,0.0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299.0,87.0
371,Callaita,"Bad Bunny, Tainy",Top Songs of 2022: USA,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534.0,74.0
372,Running Up That Hill (A Deal with God),Kate Bush,Top Songs of 2022: USA,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840.0,75.0
373,Nonstop,Drake,Top Songs of 2022: USA,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983,238614.0,75.0
374,Woah,Lil Baby,Top Songs of 2022: USA,0.882,0.602,11.0,-5.554,1.0,0.245,0.0177,0.0,0.178,0.43,142.959,183011.0,63.0
375,Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,Top Songs of 2022: USA,0.681,0.63,1.0,-5.585,1.0,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0,64.0
376,Cover Me Up,Morgan Wallen,Top Songs of 2022: USA,0.549,0.44,7.0,-8.192,1.0,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707.0,74.0
377,Un Ratito,Bad Bunny,Top Songs of 2022: USA,0.787,0.546,0.0,-7.094,0.0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936.0,79.0
378,25k jacket (feat. Lil Baby),Gunna,Top Songs of 2022: USA,0.903,0.537,5.0,-6.854,0.0,0.283,0.16,0.0,0.129,0.737,115.013,120000.0,64.0
379,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2022: USA,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
380,Going Bad (feat. Drake),Meek Mill,Top Songs of 2022: USA,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,75.0
381,Tennessee Whiskey,Chris Stapleton,Top Songs of 2022: USA,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293.0,78.0
382,good 4 u,Olivia Rodrigo,Top Songs of 2022: USA,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,82.0
383,What You Know Bout Love,Pop Smoke,Top Songs of 2022: USA,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,77.0
384,God's Plan,Drake,Top Songs of 2022: USA,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973.0,80.0
386,Something in the Orange,Zach Bryan,Top Songs of 2022: USA,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013.0,85.0
387,Maybach (feat. Future),42 Dugg,Top Songs of 2022: USA,0.735,0.446,5.0,-10.232,1.0,0.109,0.0071,1.93e-05,0.173,0.121,150.915,199093.0,60.0
388,Lost,Frank Ocean,Top Songs of 2022: USA,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,80.0
389,More Than My Hometown,Morgan Wallen,Top Songs of 2022: USA,0.62,0.869,6.0,-5.479,1.0,0.0462,0.615,0.0,0.131,0.597,126.019,216573.0,74.0
390,Hats Off,"Lil Baby, Lil Durk, Travis Scott",Top Songs of 2022: USA,0.596,0.65,9.0,-5.167,1.0,0.337,0.138,0.0,0.14,0.188,133.997,257428.0,64.0
391,Sweater Weather,The Neighbourhood,Top Songs of 2022: USA,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,88.0
392,LOVE YOU BETTER,Future,Top Songs of 2022: USA,0.709,0.357,5.0,-9.289,1.0,0.214,0.478,0.000294,0.112,0.544,75.494,129480.0,69.0
393,MAMIII,"Becky G., KAROL G",Top Songs of 2022: USA,0.843,0.7,4.0,-3.563,0.0,0.0803,0.0934,0.0,0.14,0.899,93.991,226088.0,77.0
394,Check,Young Thug,Top Songs of 2022: USA,0.667,0.581,0.0,-5.164,0.0,0.323,0.0428,0.0,0.183,0.368,110.953,230693.0,61.0
395,Ghost,Justin Bieber,Top Songs of 2022: USA,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,82.0
396,Pepas,Farruko,Top Songs of 2022: USA,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0,80.0
397,Low Down,Lil Baby,Top Songs of 2022: USA,0.962,0.619,10.0,-5.562,0.0,0.405,0.0354,0.0,0.083,0.154,127.958,144652.0,66.0
398,traitor,Olivia Rodrigo,Top Songs of 2022: USA,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,82.0
399,Headlines,Drake,Top Songs of 2022: USA,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987.0,73.0
400,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2019: New Zealand,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
401,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2019: New Zealand,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
402,"thank u, next",Ariana Grande,Top Songs of 2019: New Zealand,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,207320.0,78.0
403,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Top Songs of 2019: New Zealand,0.881,0.58,6.0,-5.613,1.0,0.108,0.0529,0.0,0.11,0.62,136.055,155387.0,17.0
404,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2019: New Zealand,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
405,Sweet but Psycho,Ava Max,Top Songs of 2019: New Zealand,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,187436.0,77.0
406,bad guy,Billie Eilish,Top Songs of 2019: New Zealand,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
407,Without Me,Halsey,Top Songs of 2019: New Zealand,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661.0,78.0
408,Shotgun,George Ezra,Top Songs of 2019: New Zealand,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
409,Better,Khalid,Top Songs of 2019: New Zealand,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,74.0
410,7 rings,Ariana Grande,Top Songs of 2019: New Zealand,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,178627.0,81.0
411,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2019: New Zealand,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,0.0
412,Body (feat. Brando),Loud Luxury,Top Songs of 2019: New Zealand,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,162947.0,16.0
413,Happier,"Marshmello, Bastille",Top Songs of 2019: New Zealand,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0,79.0
414,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2019: New Zealand,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0,77.0
415,Wow.,Post Malone,Top Songs of 2019: New Zealand,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547.0,78.0
416,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2019: New Zealand,0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030.0,72.0
417,Talk,Khalid,Top Songs of 2019: New Zealand,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984,197573.0,67.0
418,when the party's over,Billie Eilish,Top Songs of 2019: New Zealand,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,80.0
419,Someone You Loved,Lewis Capaldi,Top Songs of 2019: New Zealand,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
420,Sucker,Jonas Brothers,Top Songs of 2019: New Zealand,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0,77.0
421,Saturday Nights,Khalid,Top Songs of 2019: New Zealand,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667.0,66.0
422,SICKO MODE,Travis Scott,Top Songs of 2019: New Zealand,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,312820.0,79.0
423,Always Remember Us This Way,Lady Gaga,Top Songs of 2019: New Zealand,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,210200.0,78.0
424,3 Nights,Dominic Fike,Top Songs of 2019: New Zealand,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,177667.0,71.0
425,bury a friend,Billie Eilish,Top Songs of 2019: New Zealand,0.887,0.388,8.0,-14.505,1.0,0.349,0.739,0.143,0.106,0.205,120.035,193143.0,0.0
426,Vibes,SIX60,Top Songs of 2019: New Zealand,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,211959.0,40.0
427,"break up with your girlfriend, i'm bored",Ariana Grande,Top Songs of 2019: New Zealand,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440.0,74.0
428,Soaked,BENEE,Top Songs of 2019: New Zealand,0.793,0.588,9.0,-5.248,0.0,0.0353,0.464,0.0,0.105,0.601,93.004,240947.0,56.0
429,Promises,"Calvin Harris, Sam Smith",Top Songs of 2019: New Zealand,0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309.0,73.0
430,Youngblood,5 Seconds of Summer,Top Songs of 2019: New Zealand,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
431,Girls Like You (feat. Cardi B),Maroon 5,Top Songs of 2019: New Zealand,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0,62.0
432,Bad Liar,Imagine Dragons,Top Songs of 2019: New Zealand,0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773.0,76.0
433,Let You Love Me,Rita Ora,Top Songs of 2019: New Zealand,0.474,0.846,10.0,-3.344,1.0,0.287,0.277,0.0,0.0824,0.452,96.335,191120.0,0.0
434,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2019: New Zealand,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,197867.0,70.0
435,Be Alright,Dean Lewis,Top Songs of 2019: New Zealand,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,75.0
437,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Top Songs of 2019: New Zealand,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467.0,77.0
438,No Guidance (feat. Drake),Chris Brown,Top Songs of 2019: New Zealand,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,75.0
439,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,Top Songs of 2019: New Zealand,0.607,0.942,10.0,-3.876,0.0,0.0857,0.000428,4.53e-05,0.111,0.164,150.074,207693.0,43.0
440,Truth Hurts,Lizzo,Top Songs of 2019: New Zealand,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,72.0
441,I Like It,"Cardi B, Bad Bunny, J Balvin",Top Songs of 2019: New Zealand,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,253390.0,75.0
442,lovely,"Billie Eilish, Khalid",Top Songs of 2019: New Zealand,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,85.0
443,Shape of You,Ed Sheeran,Top Songs of 2019: New Zealand,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
444,Dance Monkey,Tones And I,Top Songs of 2019: New Zealand,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
445,Giant,"Calvin Harris, Rag'n'Bone Man",Top Songs of 2019: New Zealand,0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184.0,69.0
447,ZEZE (feat. Travis Scott & Offset),Kodak Black,Top Songs of 2019: New Zealand,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760.0,73.0
448,Better Now,Post Malone,Top Songs of 2019: New Zealand,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0,77.0
449,Going Bad (feat. Drake),Meek Mill,Top Songs of 2019: New Zealand,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,75.0
450,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Top Songs of 2019: New Zealand,0.746,0.787,4.0,-6.373,1.0,0.12,0.214,0.0,0.0669,0.607,95.005,206187.0,59.0
451,Leave a Light On,Tom Walker,Top Songs of 2019: New Zealand,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863.0,67.0
452,wish you were gay,Billie Eilish,Top Songs of 2019: New Zealand,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543.0,71.0
453,ocean eyes,Billie Eilish,Top Songs of 2019: New Zealand,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,200379.0,76.0
454,MIDDLE CHILD,J. Cole,Top Songs of 2019: New Zealand,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,78.0
455,It's You,Ali Gatie,Top Songs of 2019: New Zealand,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0,75.0
456,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,Top Songs of 2019: New Zealand,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0,69.0
457,You Need To Calm Down,Taylor Swift,Top Songs of 2019: New Zealand,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360.0,73.0
458,Love Someone,Lukas Graham,Top Songs of 2019: New Zealand,0.538,0.409,9.0,-6.581,0.0,0.0505,0.172,0.0,0.11,0.265,171.838,205440.0,67.0
459,Goodbyes (feat. Young Thug),Post Malone,Top Songs of 2019: New Zealand,0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.068,174853.0,76.0
460,Bohemian Rhapsody,Queen,Top Songs of 2019: New Zealand,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0,69.0
461,Lost in Japan (Remix),"Shawn Mendes, Zedd",Top Songs of 2019: New Zealand,0.706,0.855,10.0,-5.377,1.0,0.215,0.0911,0.0,0.347,0.293,107.184,201253.0,56.0
462,If I Can't Have You,Shawn Mendes,Top Songs of 2019: New Zealand,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,191467.0,70.0
463,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Top Songs of 2019: New Zealand,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,226733.0,67.0
464,Taste (feat. Offset),Tyga,Top Songs of 2019: New Zealand,0.884,0.559,0.0,-7.442,1.0,0.12,0.0236,0.0,0.101,0.342,97.994,232959.0,68.0
465,Nights Like This (feat. Ty Dolla $ign),Kehlani,Top Songs of 2019: New Zealand,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,201788.0,73.0
468,Thunder,Imagine Dragons,Top Songs of 2019: New Zealand,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,81.0
469,How Do You Sleep?,Sam Smith,Top Songs of 2019: New Zealand,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205.0,70.0
470,Walk Me Home,P!nk,Top Songs of 2019: New Zealand,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,177391.0,63.0
471,The Greatest,SIX60,Top Songs of 2019: New Zealand,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,170922.0,41.0
472,High Hopes,Panic! At the Disco,Top Songs of 2019: New Zealand,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,190947.0,78.0
473,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Top Songs of 2019: New Zealand,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,193000.0,73.0
474,In My Mind,"Dynoro, Gigi D'Agostino",Top Songs of 2019: New Zealand,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,75.0
475,Old Town Road,Lil Nas X,Top Songs of 2019: New Zealand,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,74.0
476,rockstar (feat. 21 Savage),Post Malone,Top Songs of 2019: New Zealand,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0,81.0
477,Close to Me,"Ellie Goulding, Diplo, Swae Lee",Top Songs of 2019: New Zealand,0.575,0.758,1.0,-5.029,0.0,0.0618,0.0954,0.0,0.394,0.493,144.107,182623.0,60.0
478,imagine,Ariana Grande,Top Songs of 2019: New Zealand,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,212267.0,65.0
