,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
1108,Blinding Lights,The Weeknd,Top Songs of 2022: Australia,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
1109,First Class,Jack Harlow,Top Songs of 2022: Australia,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948.0,80.0
1110,INDUSTRY BABY,"Lil Nas X, Jack Harlow",Top Songs of 2022: Australia,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000.0,80.0
1111,Riptide,Vance Joy,Top Songs of 2022: Australia,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,77.0
1112,THATS WHAT I WANT,Lil Nas X,Top Songs of 2022: Australia,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901.0,80.0
1113,good 4 u,Olivia Rodrigo,Top Songs of 2022: Australia,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,82.0
1114,Missing Piece,Vance Joy,Top Songs of 2022: Australia,0.628,0.877,0.0,-4.205,1.0,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408.0,65.0
1115,Dance Monkey,Tones And I,Top Songs of 2022: Australia,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
1116,About Damn Time,Lizzo,Top Songs of 2022: Australia,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822.0,81.0
1117,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2022: Australia,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,78.0
1118,Ghost,Justin Bieber,Top Songs of 2022: Australia,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,82.0
1120,Save Your Tears (Remix),"The Weeknd, Ariana Grande",Top Songs of 2022: Australia,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,79.0
1121,Dreams,Fleetwood Mac,Top Songs of 2022: Australia,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
1122,Watermelon Sugar,Harry Styles,Top Songs of 2022: Australia,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
1123,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2022: Australia,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
1124,Go Your Own Way,Fleetwood Mac,Top Songs of 2022: Australia,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,74.0
1125,Overpass Graffiti,Ed Sheeran,Top Songs of 2022: Australia,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,236907.0,0.0
1126,Thinking Out Loud,Ed Sheeran,Top Songs of 2022: Australia,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,281560.0,0.0
1127,Thousand Miles,The Kid LAROI,Top Songs of 2022: Australia,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782.0,77.0
1128,The Motto,"Tiësto, Ava Max",Top Songs of 2022: Australia,0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819.0,80.0
1129,Mr. Brightside,The Killers,Top Songs of 2022: Australia,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,82.0
1130,I Ain't Worried,OneRepublic,Top Songs of 2022: Australia,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486.0,90.0
1131,Shape of You,Ed Sheeran,Top Songs of 2022: Australia,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
1132,Do It To It (feat. Cherish),Acraze,Top Songs of 2022: Australia,0.636,0.892,2.0,-5.573,1.0,0.0386,0.000422,0.0954,0.156,0.456,125.003,125280.0,63.0
1133,Running Up That Hill (A Deal with God),Kate Bush,Top Songs of 2022: Australia,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840.0,75.0
1134,Youngblood,5 Seconds of Summer,Top Songs of 2022: Australia,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
1135,Iris,The Goo Goo Dolls,Top Songs of 2022: Australia,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533.0,80.0
1136,she's all i wanna be,Tate McRae,Top Songs of 2022: Australia,0.614,0.644,2.0,-5.372,0.0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,206772.0,71.0
1137,New Rules,Dua Lipa,Top Songs of 2022: Australia,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,77.0
1138,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2022: Australia,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,80.0
1139,Someone You Loved,Lewis Capaldi,Top Songs of 2022: Australia,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
1140,Woman,Doja Cat,Top Songs of 2022: Australia,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,83.0
1141,Don't Start Now,Dua Lipa,Top Songs of 2022: Australia,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
1142,Better Days,"NEIKED, Mae Muller, Polo G",Top Songs of 2022: Australia,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657.0,76.0
1143,Head & Heart (feat. MNEK),Joel Corry,Top Songs of 2022: Australia,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,75.0
1144,Oh My God,Adele,Top Songs of 2022: Australia,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,225149.0,78.0
1145,Perfect,Ed Sheeran,Top Songs of 2022: Australia,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,85.0
1146,Looks Like Me,Dean Lewis,Top Songs of 2022: Australia,0.769,0.724,11.0,-5.12,1.0,0.0864,0.548,0.0,0.161,0.464,110.659,190528.0,60.0
1147,Astronaut in the Ocean,Masked Wolf,Top Songs of 2022: Australia,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,74.0
1148,Lost,Frank Ocean,Top Songs of 2022: Australia,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,80.0
1149,Under the Influence,Chris Brown,Top Songs of 2022: Australia,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613.0,88.0
1150,Acapulco,Jason Derulo,Top Songs of 2022: Australia,0.774,0.792,10.0,-4.021,1.0,0.0523,0.051,0.0,0.155,0.507,122.062,139672.0,75.0
1151,Happier Than Ever,Billie Eilish,Top Songs of 2022: Australia,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,298899.0,82.0
1152,Beggin',Måneskin,Top Songs of 2022: Australia,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0,81.0
1153,One Right Now,"Post Malone, The Weeknd",Top Songs of 2022: Australia,0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,193507.0,75.0
1154,Walking On a Dream,Empire of the Sun,Top Songs of 2022: Australia,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440.0,75.0
1155,When It Rains It Pours,Luke Combs,Top Songs of 2022: Australia,0.551,0.801,6.0,-5.069,1.0,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760.0,75.0
1156,Bam Bam (feat. Ed Sheeran),Camila Cabello,Top Songs of 2022: Australia,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,206071.0,78.0
1157,The Business,Tiësto,Top Songs of 2022: Australia,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,78.0
1158,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2022: Australia,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
1159,The Nosebleed Section,Hilltop Hoods,Top Songs of 2022: Australia,0.845,0.828,1.0,-5.447,1.0,0.164,0.513,1.35e-06,0.0906,0.909,97.45,219640.0,41.0
1160,bad guy,Billie Eilish,Top Songs of 2022: Australia,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
1161,WITHOUT YOU,The Kid LAROI,Top Songs of 2022: Australia,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,73.0
1162,Fancy Like,Walker Hayes,Top Songs of 2022: Australia,0.647,0.765,1.0,-6.459,1.0,0.06,0.111,0.0,0.315,0.855,79.994,161853.0,71.0
1163,Believer,Imagine Dragons,Top Songs of 2022: Australia,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,204347.0,84.0
1164,Starboy (feat. Daft Punk),The Weeknd,Top Songs of 2022: Australia,0.784,0.583,7.0,-7.056,1.0,0.239,0.127,8.19e-06,0.468,0.474,93.055,227827.0,19.0
1165,Say Nothing (feat. MAY-A),Flume,Top Songs of 2022: Australia,0.477,0.824,2.0,-1.953,0.0,0.0623,0.0966,5.55e-05,0.12,0.3,129.942,232959.0,60.0
1166,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2022: Australia,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,77.0
1167,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2022: Australia,0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,141050.0,70.0
1168,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Top Songs of 2022: Australia,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907.0,82.0
1169,Need To Know,Doja Cat,Top Songs of 2022: Australia,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,78.0
1170,Counting Stars,OneRepublic,Top Songs of 2022: Australia,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,74.0
1171,Circles,Post Malone,Top Songs of 2022: Australia,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
1172,Sunroof,"Nicky Youre, Dazy",Top Songs of 2022: Australia,0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.0,0.15,0.842,131.443,163026.0,84.0
1173,Be Alright,Dean Lewis,Top Songs of 2022: Australia,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,75.0
1174,Wake Me Up,Avicii,Top Songs of 2022: Australia,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,82.0
1175,Beautiful Crazy,Luke Combs,Top Songs of 2022: Australia,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,193200.0,76.0
1176,On My Knees,RÜFÜS DU SOL,Top Songs of 2022: Australia,0.683,0.571,1.0,-7.721,1.0,0.0286,0.0335,0.0616,0.0957,0.29,120.044,261001.0,65.0
1177,Without Me,Eminem,Top Songs of 2022: Australia,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,290320.0,85.0
1178,Enemy,"Imagine Dragons, JID, League of Legends",Top Songs of 2022: Australia,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,173381.0,80.0
1179,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2022: Australia,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
1180,Take My Breath,The Weeknd,Top Songs of 2022: Australia,0.698,0.769,8.0,-7.154,1.0,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023.0,69.0
1181,Surface Pressure,Jessica Darrow,Top Songs of 2022: Australia,0.65,0.584,2.0,-8.286,1.0,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227.0,72.0
1182,The A Team,Ed Sheeran,Top Songs of 2022: Australia,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,258373.0,70.0
1183,Fly Away,Tones And I,Top Songs of 2022: Australia,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,178157.0,66.0
1185,Down Under (feat. Colin Hay),Luude,Top Songs of 2022: Australia,0.308,0.861,11.0,-4.112,0.0,0.172,0.012,0.00103,0.277,0.0386,171.966,158774.0,66.0
1186,Rolling in the Deep,Adele,Top Songs of 2022: Australia,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,76.0
1187,Leave Before You Love Me,"Marshmello, Jonas Brothers",Top Songs of 2022: Australia,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983.0,80.0
1188,Crazy in Love (feat. Jay-Z),Beyoncé,Top Songs of 2022: Australia,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133.0,75.0
1189,Hurtless,Dean Lewis,Top Songs of 2022: Australia,0.37,0.559,0.0,-5.589,1.0,0.0526,0.186,0.0,0.121,0.316,162.816,180274.0,0.0
1190,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2022: Australia,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
1191,Moth To A Flame,"Swedish House Mafia, The Weeknd",Top Songs of 2022: Australia,0.553,0.659,8.0,-7.295,1.0,0.0391,0.0027,0.0,0.105,0.105,120.146,234000.0,78.0
1192,Thunder,Imagine Dragons,Top Songs of 2022: Australia,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,81.0
1193,Mood (feat. iann dior),24kGoldn,Top Songs of 2022: Australia,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,78.0
1194,Late Night Talking,Harry Styles,Top Songs of 2022: Australia,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,177955.0,86.0
1195,Memories,Maroon 5,Top Songs of 2022: Australia,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
1196,Sex On Fire,Kings of Leon,Top Songs of 2022: Australia,0.542,0.905,9.0,-5.653,1.0,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,78.0
1197,Castle on the Hill,Ed Sheeran,Top Songs of 2022: Australia,0.461,0.834,2.0,-4.868,1.0,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,261154.0,0.0
