,songs,artist_x,title,artist_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country
716,God's Plan,Drake,Top Songs of 2022: USA,Drake,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,2022,USA
718,Don't,Bryson Tiller,Top Songs of 2022: USA,Bryson Tiller,0.765,0.356,11.0,-5.556,0.0,0.195,0.223,0.0,0.0963,0.189,96.991,2022,USA
719,Something in the Orange,Zach Bryan,Top Songs of 2022: USA,Zach Bryan,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,2022,USA
720,Lost,Frank Ocean,Top Songs of 2022: USA,Frank Ocean,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,2022,USA
723,More Than My Hometown,Morgan Wallen,Top Songs of 2022: USA,Morgan Wallen,0.62,0.869,6.0,-5.479,1.0,0.0462,0.615,0.0,0.131,0.597,126.019,2022,USA
725,Hats Off,"Lil Baby, Lil Durk, Travis Scott",Top Songs of 2022: USA,"Lil Baby, Lil Durk, Travis Scott",0.596,0.65,9.0,-5.167,1.0,0.337,0.138,0.0,0.14,0.188,133.997,2022,USA
727,Sweater Weather,The Neighbourhood,Top Songs of 2022: USA,The Neighbourhood,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,2022,USA
728,LOVE YOU BETTER,Future,Top Songs of 2022: USA,Future,0.709,0.357,5.0,-9.289,1.0,0.214,0.478,0.000294,0.112,0.544,75.494,2022,USA
729,MAMIII,"Becky G., KAROL G",Top Songs of 2022: USA,"Becky G., KAROL G",0.843,0.7,4.0,-3.563,0.0,0.0803,0.0934,0.0,0.14,0.899,93.991,2022,USA
730,Check,Young Thug,Top Songs of 2022: USA,Young Thug,0.667,0.581,0.0,-5.164,0.0,0.323,0.0428,0.0,0.183,0.368,110.953,2022,USA
731,Ghost,Justin Bieber,Top Songs of 2022: USA,Justin Bieber,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2022,USA
734,Pepas,Farruko,Top Songs of 2022: USA,Farruko,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,2022,USA
735,Low Down,Lil Baby,Top Songs of 2022: USA,Lil Baby,0.962,0.619,10.0,-5.562,0.0,0.405,0.0354,0.0,0.083,0.154,127.958,2022,USA
736,traitor,Olivia Rodrigo,Top Songs of 2022: USA,Olivia Rodrigo,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,2022,USA
739,Headlines,Drake,Top Songs of 2022: USA,Drake,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894,2022,USA
740,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2019: New Zealand,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2019,New Zealand
749,"thank u, next",Ariana Grande,Top Songs of 2019: New Zealand,Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,2019,New Zealand
752,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2019: New Zealand,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2019,New Zealand
761,bad guy,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2019,New Zealand
771,Without Me,Halsey,Top Songs of 2019: New Zealand,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,2019,New Zealand
774,Without Me,Halsey,Top Songs of 2019: New Zealand,Eminem,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,2019,New Zealand
775,Shotgun,George Ezra,Top Songs of 2019: New Zealand,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2019,New Zealand
781,Better,Khalid,Top Songs of 2019: New Zealand,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,2019,New Zealand
785,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2019: New Zealand,,,,,,,,,,,,,2019,New Zealand
786,Body (feat. Brando),Loud Luxury,Top Songs of 2019: New Zealand,Loud Luxury,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,2019,New Zealand
787,Happier,"Marshmello, Bastille",Top Songs of 2019: New Zealand,"Marshmello, Bastille",0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,2019,New Zealand
792,Wow.,Post Malone,Top Songs of 2019: New Zealand,Post Malone,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,2019,New Zealand
795,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2019: New Zealand,"Sam Smith, Normani",0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,2019,New Zealand
799,Talk,Khalid,Top Songs of 2019: New Zealand,Khalid,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984,2019,New Zealand
802,Someone You Loved,Lewis Capaldi,Top Songs of 2019: New Zealand,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2019,New Zealand
812,Sucker,Jonas Brothers,Top Songs of 2019: New Zealand,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,2019,New Zealand
816,Saturday Nights,Khalid,Top Songs of 2019: New Zealand,Khalid,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,2019,New Zealand
818,Always Remember Us This Way,Lady Gaga,Top Songs of 2019: New Zealand,Lady Gaga,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,2019,New Zealand
820,3 Nights,Dominic Fike,Top Songs of 2019: New Zealand,Dominic Fike,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,2019,New Zealand
824,bury a friend,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,2019,New Zealand
827,Vibes,SIX60,Top Songs of 2019: New Zealand,SIX60,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,2019,New Zealand
830,"break up with your girlfriend, i'm bored",Ariana Grande,Top Songs of 2019: New Zealand,Ariana Grande,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,2019,New Zealand
833,Soaked,BENEE,Top Songs of 2019: New Zealand,BENEE,0.793,0.588,9.0,-5.248,0.0,0.0353,0.464,0.0,0.105,0.601,93.004,2019,New Zealand
835,Promises,"Calvin Harris, Sam Smith",Top Songs of 2019: New Zealand,"Calvin Harris, Sam Smith",0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,2019,New Zealand
837,Youngblood,5 Seconds of Summer,Top Songs of 2019: New Zealand,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2019,New Zealand
844,Bad Liar,Imagine Dragons,Top Songs of 2019: New Zealand,Imagine Dragons,0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,2019,New Zealand
846,Let You Love Me,Rita Ora,Top Songs of 2019: New Zealand,Rita Ora,0.474,0.846,10.0,-3.344,1.0,0.287,0.277,0.0,0.0824,0.452,96.335,2019,New Zealand
848,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2019: New Zealand,Ed Sheeran,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,2019,New Zealand
852,Be Alright,Dean Lewis,Top Songs of 2019: New Zealand,Dean Lewis,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,2019,New Zealand
857,No Guidance (feat. Drake),Chris Brown,Top Songs of 2019: New Zealand,Chris Brown,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,2019,New Zealand
865,Truth Hurts,Lizzo,Top Songs of 2019: New Zealand,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,2019,New Zealand
871,I Like It,"Cardi B, Bad Bunny, J Balvin",Top Songs of 2019: New Zealand,"Cardi B, Bad Bunny, J Balvin",0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,2019,New Zealand
874,lovely,"Billie Eilish, Khalid",Top Songs of 2019: New Zealand,"Billie Eilish, Khalid",0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,2019,New Zealand
878,Shape of You,Ed Sheeran,Top Songs of 2019: New Zealand,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2019,New Zealand
886,Dance Monkey,Tones And I,Top Songs of 2019: New Zealand,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2019,New Zealand
895,Giant,"Calvin Harris, Rag'n'Bone Man",Top Songs of 2019: New Zealand,"Calvin Harris, Rag'n'Bone Man",0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,2019,New Zealand
897,I'm So Tired...,"Lauv, Troye Sivan",Top Songs of 2019: New Zealand,"Lauv, Troye Sivan",0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.0,0.195,0.498,101.252,2019,New Zealand
899,Better Now,Post Malone,Top Songs of 2019: New Zealand,Post Malone,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,2019,New Zealand
902,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Top Songs of 2019: New Zealand,Ed Sheeran,0.746,0.787,4.0,-6.373,1.0,0.12,0.214,0.0,0.0669,0.607,95.005,2019,New Zealand
904,Leave a Light On,Tom Walker,Top Songs of 2019: New Zealand,Tom Walker,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,2019,New Zealand
906,wish you were gay,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,2019,New Zealand
907,ocean eyes,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,2019,New Zealand
911,MIDDLE CHILD,J. Cole,Top Songs of 2019: New Zealand,J. Cole,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,2019,New Zealand
914,It's You,Ali Gatie,Top Songs of 2019: New Zealand,Ali Gatie,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,2019,New Zealand
917,You Need To Calm Down,Taylor Swift,Top Songs of 2019: New Zealand,Taylor Swift,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,2019,New Zealand
920,Love Someone,Lukas Graham,Top Songs of 2019: New Zealand,Lukas Graham,0.538,0.409,9.0,-6.581,0.0,0.0505,0.172,0.0,0.11,0.265,171.838,2019,New Zealand
922,Bohemian Rhapsody,Queen,Top Songs of 2019: New Zealand,Queen,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,2019,New Zealand
924,If I Can't Have You,Shawn Mendes,Top Songs of 2019: New Zealand,Shawn Mendes,0.69,0.809,2.0,-4.198,1.0,0.0603,0.524,0.0,0.147,0.864,123.912,2019,New Zealand
926,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Top Songs of 2019: New Zealand,"The Chainsmokers, 5 Seconds of Summer",0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,2019,New Zealand
928,Taste (feat. Offset),Tyga,Top Songs of 2019: New Zealand,Tyga,0.884,0.559,0.0,-7.442,1.0,0.12,0.0236,0.0,0.101,0.342,97.994,2019,New Zealand
931,Here With Me (feat. CHVRCHES),Marshmello,Top Songs of 2019: New Zealand,,,,,,,,,,,,,2019,New Zealand
932,Don't Give It Up,SIX60,Top Songs of 2019: New Zealand,SIX60,0.85,0.478,7.0,-6.369,1.0,0.0384,0.0166,1.05e-05,0.245,0.584,109.979,2019,New Zealand
935,How Do You Sleep?,Sam Smith,Top Songs of 2019: New Zealand,Sam Smith,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,2019,New Zealand
937,Walk Me Home,P!nk,Top Songs of 2019: New Zealand,P!nk,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,2019,New Zealand
939,The Greatest,SIX60,Top Songs of 2019: New Zealand,SIX60,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,2019,New Zealand
942,High Hopes,Panic! At the Disco,Top Songs of 2019: New Zealand,Panic! At the Disco,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,2019,New Zealand
944,In My Mind,"Dynoro, Gigi D'Agostino",Top Songs of 2019: New Zealand,"Dynoro, Gigi D'Agostino",0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,2019,New Zealand
945,rockstar (feat. 21 Savage),Post Malone,Top Songs of 2019: New Zealand,Post Malone,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,2019,New Zealand
948,Close to Me,"Ellie Goulding, Diplo, Swae Lee",Top Songs of 2019: New Zealand,"Ellie Goulding, Diplo, Swae Lee",0.575,0.758,1.0,-5.029,0.0,0.0618,0.0954,0.0,0.394,0.493,144.107,2019,New Zealand
949,imagine,Ariana Grande,Top Songs of 2019: New Zealand,Ariana Grande,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,2019,New Zealand
950,Please Me,"Cardi B, Bruno Mars",Top Songs of 2019: New Zealand,"Cardi B, Bruno Mars",0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,2019,New Zealand
952,The Git Up,Blanco Brown,Top Songs of 2019: New Zealand,Blanco Brown,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,2019,New Zealand
955,Money,Cardi B,Top Songs of 2019: New Zealand,Cardi B,0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.11,0.219,130.003,2019,New Zealand
957,Nevermind,Dennis Lloyd,Top Songs of 2019: New Zealand,Dennis Lloyd,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,2019,New Zealand
959,Whatchamacallit (feat. Chris Brown),Ella Mai,Top Songs of 2019: New Zealand,Ella Mai,0.656,0.616,5.0,-4.668,1.0,0.0392,0.17,0.0,0.219,0.269,98.871,2019,New Zealand
960,Perfect,Ed Sheeran,Top Songs of 2019: New Zealand,Ed Sheeran,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,2019,New Zealand
963,SOS (feat. Aloe Blacc),Avicii,Top Songs of 2019: New Zealand,Avicii,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,2019,New Zealand
965,idontwannabeyouanymore,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.483,0.412,7.0,-8.461,1.0,0.0402,0.737,0.0,0.116,0.247,170.163,2019,New Zealand
966,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2019: New Zealand,Ed Sheeran,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,2019,New Zealand
970,breathin,Ariana Grande,Top Songs of 2019: New Zealand,Ariana Grande,0.568,0.656,8.0,-5.413,1.0,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,2019,New Zealand
971,Closer,SIX60,Top Songs of 2019: New Zealand,SIX60,0.527,0.734,0.0,-6.448,1.0,0.196,0.272,2.26e-05,0.154,0.653,91.451,2019,New Zealand
972,I Don’t Belong in This Club,"Why Don't We, Macklemore",Top Songs of 2019: New Zealand,"Why Don't We, Macklemore",0.796,0.543,11.0,-5.744,1.0,0.0439,0.0202,0.0,0.0726,0.164,115.039,2019,New Zealand
973,Dreams,Fleetwood Mac,Top Songs of 2019: New Zealand,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2019,New Zealand
979,bellyache,Billie Eilish,Top Songs of 2019: New Zealand,Billie Eilish,0.695,0.573,4.0,-8.597,0.0,0.106,0.46,0.0734,0.482,0.408,99.939,2019,New Zealand
980,So Close (feat. Georgia Ku),"NOTD, Felix Jaehn, Captain Cuts",Top Songs of 2019: New Zealand,"NOTD, Felix Jaehn, Captain Cuts",0.7,0.872,10.0,-5.896,1.0,0.0666,0.121,7.08e-06,0.103,0.761,125.03,2019,New Zealand
981,I Fall Apart,Post Malone,Top Songs of 2019: New Zealand,Post Malone,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,2019,New Zealand
984,Drip Too Hard,"Lil Baby, Gunna",Top Songs of 2019: New Zealand,"Lil Baby, Gunna",0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,2019,New Zealand
988,Dance Monkey,Tones And I,Top Songs of 2020: New Zealand,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2020,New Zealand
997,In the Air,L.A.B,Top Songs of 2020: New Zealand,L.A.B,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,2020,New Zealand
1000,Circles,Post Malone,Top Songs of 2020: New Zealand,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2020,New Zealand
1008,Glitter,BENEE,Top Songs of 2020: New Zealand,BENEE,0.801,0.589,7.0,-5.157,1.0,0.0485,0.0863,0.0,0.162,0.58,116.934,2020,New Zealand
1010,Memories,Maroon 5,Top Songs of 2020: New Zealand,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2020,New Zealand
1017,Watermelon Sugar,Harry Styles,Top Songs of 2020: New Zealand,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2020,New Zealand
1024,Someone You Loved,Lewis Capaldi,Top Songs of 2020: New Zealand,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2020,New Zealand
1034,Please Don't Go,SIX60,Top Songs of 2020: New Zealand,SIX60,0.706,0.52,11.0,-6.427,0.0,0.197,0.364,0.0,0.201,0.702,176.018,2020,New Zealand
1036,ROXANNE,Arizona Zervas,Top Songs of 2020: New Zealand,Arizona Zervas,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,2020,New Zealand
1039,Catching Feelings (feat. SIX60),Drax Project,Top Songs of 2020: New Zealand,Drax Project,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,2020,New Zealand
1041,Adore You,Harry Styles,Top Songs of 2020: New Zealand,Harry Styles,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,2020,New Zealand
1046,Ride It,Regard,Top Songs of 2020: New Zealand,Regard,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2020,New Zealand
1050,The Greatest,SIX60,Top Songs of 2020: New Zealand,SIX60,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,2020,New Zealand
1053,Before You Go,Lewis Capaldi,Top Songs of 2020: New Zealand,Lewis Capaldi,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,2020,New Zealand
1058,Say So,Doja Cat,Top Songs of 2020: New Zealand,Doja Cat,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,2020,New Zealand
1061,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2020: New Zealand,"Jawsh 685, Jason Derulo",0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,2020,New Zealand
1065,The Box,Roddy Ricch,Top Songs of 2020: New Zealand,Roddy Ricch,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,2020,New Zealand
1069,everything i wanted,Billie Eilish,Top Songs of 2020: New Zealand,Billie Eilish,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,2020,New Zealand
1072,Long Gone,SIX60,Top Songs of 2020: New Zealand,SIX60,0.655,0.416,2.0,-6.449,1.0,0.0723,0.504,0.0,0.0804,0.536,91.863,2020,New Zealand
1074,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2020: New Zealand,"Chris Brown, Young Thug",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,2020,New Zealand
1080,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2020: New Zealand,BENEE,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,2020,New Zealand
1083,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2020: New Zealand,"Shawn Mendes, Camila Cabello",0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,2020,New Zealand
1088,Yummy,Justin Bieber,Top Songs of 2020: New Zealand,Justin Bieber,0.677,0.506,9.0,-6.652,0.0,0.0964,0.345,0.0,0.118,0.497,145.843,2020,New Zealand
1091,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2020: New Zealand,,,,,,,,,,,,,2020,New Zealand
1092,HIGHEST IN THE ROOM,Travis Scott,Top Songs of 2020: New Zealand,Travis Scott,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,2020,New Zealand
1095,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2020: New Zealand,Ed Sheeran,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,2020,New Zealand
1099,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,Top Songs of 2020: New Zealand,Lizzo,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,2020,New Zealand
1101,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2020: New Zealand,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2020,New Zealand
1110,Physical,Dua Lipa,Top Songs of 2020: New Zealand,Dua Lipa,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,2020,New Zealand
1112,Never Enough,SIX60,Top Songs of 2020: New Zealand,SIX60,0.761,0.65,8.0,-5.872,1.0,0.0322,0.121,5.3e-05,0.153,0.792,142.015,2020,New Zealand
1114,Stuck with U,"Ariana Grande, Justin Bieber",Top Songs of 2020: New Zealand,"Ariana Grande, Justin Bieber",0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,2020,New Zealand
1116,"10,000 Hours","Dan + Shay, Justin Bieber",Top Songs of 2020: New Zealand,"Dan + Shay, Justin Bieber",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,2020,New Zealand
1119,Lose You to Love Me,Selena Gomez,Top Songs of 2020: New Zealand,Selena Gomez,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,2020,New Zealand
1122,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2020: New Zealand,Ed Sheeran,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,2020,New Zealand
1126,Know Your Worth,"Khalid, Disclosure",Top Songs of 2020: New Zealand,"Khalid, Disclosure",0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,2020,New Zealand
1128,No Guidance (feat. Drake),Chris Brown,Top Songs of 2020: New Zealand,Chris Brown,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,2020,New Zealand
1136,Post Malone (feat. RANI),Sam Feldt,Top Songs of 2020: New Zealand,Sam Feldt,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,2020,New Zealand
1138,Ballin’,"Mustard, Roddy Ricch",Top Songs of 2020: New Zealand,"Mustard, Roddy Ricch",0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,2020,New Zealand
1141,Falling,Harry Styles,Top Songs of 2020: New Zealand,Trevor Daniel,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,2020,New Zealand
1142,Falling,Harry Styles,Top Songs of 2020: New Zealand,Harry Styles,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,2020,New Zealand
1146,Shotgun,George Ezra,Top Songs of 2020: New Zealand,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2020,New Zealand
1152,Sunday Best,Surfaces,Top Songs of 2020: New Zealand,Surfaces,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,2020,New Zealand
1155,hot girl bummer,blackbear,Top Songs of 2020: New Zealand,blackbear,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,2020,New Zealand
1158,You should be sad,Halsey,Top Songs of 2020: New Zealand,Halsey,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,2020,New Zealand
1161,Raining,SIX60,Top Songs of 2020: New Zealand,SIX60,0.662,0.668,1.0,-4.851,1.0,0.0432,0.23,0.000427,0.1,0.578,119.932,2020,New Zealand
1162,If the World Was Ending (feat. Julia Michaels),JP Saxe,Top Songs of 2020: New Zealand,JP Saxe,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,2020,New Zealand
1165,Toosie Slide,Drake,Top Songs of 2020: New Zealand,Drake,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,2020,New Zealand
1168,Dreams,Fleetwood Mac,Top Songs of 2020: New Zealand,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2020,New Zealand
1174,This City,Sam Fischer,Top Songs of 2020: New Zealand,Sam Fischer,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,2020,New Zealand
