,songs,artist_x,title,artist_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country
1660,Under the Influence,Chris Brown,Top Songs of 2022: New Zealand,Chris Brown,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,2022,New Zealand
1663,Dance Monkey,Tones And I,Top Songs of 2022: New Zealand,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2022,New Zealand
1672,Mr Reggae,L.A.B,Top Songs of 2022: New Zealand,L.A.B,0.829,0.701,7.0,-8.587,0.0,0.078,0.082,0.274,0.135,0.886,164.035,2022,New Zealand
1673,Thinking Out Loud,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,2022,New Zealand
1677,Overpass Graffiti,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,2022,New Zealand
1679,Oh My God,Adele,Top Songs of 2022: New Zealand,Adele,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,2022,New Zealand
1681,New Rules,Dua Lipa,Top Songs of 2022: New Zealand,,,,,,,,,,,,,2022,New Zealand
1682,The Motto,"Tiësto, Ava Max",Top Songs of 2022: New Zealand,"Tiësto, Ava Max",0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,2022,New Zealand
1684,Happier Than Ever,Billie Eilish,Top Songs of 2022: New Zealand,Billie Eilish,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,2022,New Zealand
1686,Lost,Frank Ocean,Top Songs of 2022: New Zealand,Frank Ocean,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,2022,New Zealand
1689,Shape of You,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2022,New Zealand
1697,Don't Start Now,Dua Lipa,Top Songs of 2022: New Zealand,,,,,,,,,,,,,2022,New Zealand
1698,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2022: New Zealand,Dua Lipa,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,2022,New Zealand
1703,Better Days,"NEIKED, Mae Muller, Polo G",Top Songs of 2022: New Zealand,"NEIKED, Mae Muller, Polo G",0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,2022,New Zealand
1705,Someone You Loved,Lewis Capaldi,Top Songs of 2022: New Zealand,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2022,New Zealand
1715,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Top Songs of 2022: New Zealand,Doja Cat,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,2022,New Zealand
1717,Africa,Toto,Top Songs of 2022: New Zealand,Toto,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2022,New Zealand
1720,WAIT FOR U (feat. Drake & Tems),Future,Top Songs of 2022: New Zealand,Future,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,2022,New Zealand
1722,Glimpse of Us,Joji,Top Songs of 2022: New Zealand,Joji,0.44,0.317,8.0,-9.258,1.0,0.0531,0.891,4.78e-06,0.141,0.268,169.914,2022,New Zealand
1723,Rocket Man (I Think It's Going to Be a Long Long Time),Elton John,Top Songs of 2022: New Zealand,Elton John,0.601,0.532,10.0,-9.119,1.0,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,2022,New Zealand
1724,Need To Know,Doja Cat,Top Songs of 2022: New Zealand,Doja Cat,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,2022,New Zealand
1728,Riptide,Vance Joy,Top Songs of 2022: New Zealand,Vance Joy,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,2022,New Zealand
1733,bad guy,Billie Eilish,Top Songs of 2022: New Zealand,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2022,New Zealand
1743,Last Last,Burna Boy,Top Songs of 2022: New Zealand,Burna Boy,0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,2022,New Zealand
1744,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2022: New Zealand,"Bruno Mars, Anderson .Paak, Silk Sonic",0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,2022,New Zealand
1746,Controller,L.A.B,Top Songs of 2022: New Zealand,L.A.B,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,2022,New Zealand
1749,Friday Night,King George,Top Songs of 2022: New Zealand,King George,0.851,0.458,11.0,-7.945,1.0,0.0599,0.403,0.0,0.102,0.553,95.011,2022,New Zealand
1750,Iris,The Goo Goo Dolls,Top Songs of 2022: New Zealand,The Goo Goo Dolls,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,2022,New Zealand
1752,Big Energy,Latto,Top Songs of 2022: New Zealand,Latto,0.935,0.807,11.0,-3.838,0.0,0.114,0.0514,0.0,0.349,0.813,106.017,2022,New Zealand
1753,Perfect,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,2022,New Zealand
1756,Running Up That Hill (A Deal with God),Kate Bush,Top Songs of 2022: New Zealand,Kate Bush,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,2022,New Zealand
1759,Memories,Maroon 5,Top Songs of 2022: New Zealand,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2022,New Zealand
1766,All She Wrote,SIX60,Top Songs of 2022: New Zealand,SIX60,0.8,0.527,7.0,-7.694,1.0,0.0915,0.196,1.08e-05,0.114,0.368,124.969,2022,New Zealand
1768,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2022: New Zealand,"P!nk, Willow Sage Hart",0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,2022,New Zealand
1772,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2022: New Zealand,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2022,New Zealand
1781,The Chain,Fleetwood Mac,Top Songs of 2022: New Zealand,Fleetwood Mac,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553,2022,New Zealand
1782,Why Oh Why,L.A.B,Top Songs of 2022: New Zealand,L.A.B,0.772,0.535,9.0,-9.034,1.0,0.0675,0.0131,0.00147,0.142,0.775,81.986,2022,New Zealand
1784,Fingers Crossed,Lauren Spencer Smith,Top Songs of 2022: New Zealand,Lauren Spencer Smith,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,2022,New Zealand
1785,Late Night Talking,Harry Styles,Top Songs of 2022: New Zealand,Harry Styles,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,2022,New Zealand
1787,Circles,Post Malone,Top Songs of 2022: New Zealand,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2022,New Zealand
1795,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2022: New Zealand,"Bruno Mars, Anderson .Paak, Silk Sonic",0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,2022,New Zealand
1798,she's all i wanna be,Tate McRae,Top Songs of 2022: New Zealand,Tate McRae,0.614,0.644,2.0,-5.372,0.0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,2022,New Zealand
1800,All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,Top Songs of 2022: New Zealand,Taylor Swift,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,2022,New Zealand
1801,Under the Sun,L.A.B,Top Songs of 2022: New Zealand,L.A.B,0.788,0.66,9.0,-9.186,1.0,0.0297,0.322,0.00018,0.0762,0.84,100.017,2022,New Zealand
1802,Hrs & Hrs,Muni Long,Top Songs of 2022: New Zealand,Muni Long,0.52,0.546,8.0,-4.991,0.0,0.213,0.579,0.0,0.112,0.634,137.419,2022,New Zealand
1804,when the party's over,Billie Eilish,Top Songs of 2022: New Zealand,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,2022,New Zealand
1810,Dynamite,BTS,Top Songs of 2022: New Zealand,BTS,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,2022,New Zealand
1813,I Hate U,SZA,Top Songs of 2022: New Zealand,SZA,0.533,0.417,7.0,-8.665,0.0,0.148,0.514,0.0,0.114,0.376,106.534,2022,New Zealand
1815,Leave Before You Love Me,"Marshmello, Jonas Brothers",Top Songs of 2022: New Zealand,"Marshmello, Jonas Brothers",0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,2022,New Zealand
1817,Do It To It (feat. Cherish),Acraze,Top Songs of 2022: New Zealand,Acraze,0.636,0.892,2.0,-5.573,1.0,0.0386,0.000422,0.0954,0.156,0.456,125.003,2022,New Zealand
1819,Don't Stop Believin',Journey,Top Songs of 2022: New Zealand,Journey,0.5,0.748,4.0,-9.072,1.0,0.0363,0.127,0.0,0.447,0.514,118.852,2022,New Zealand
1820,Catching Feelings (feat. SIX60),Drax Project,Top Songs of 2022: New Zealand,Drax Project,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,2022,New Zealand
1822,Photograph,Ed Sheeran,Top Songs of 2022: New Zealand,Ed Sheeran,0.718,0.379,4.0,-10.48,1.0,0.0359,0.607,0.000472,0.0986,0.22,108.033,2022,New Zealand
1823,Believer,Imagine Dragons,Top Songs of 2022: New Zealand,Imagine Dragons,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,2022,New Zealand
1825,When We Were Young,Adele,Top Songs of 2022: New Zealand,Adele,0.376,0.595,3.0,-5.936,1.0,0.0496,0.303,0.0,0.095,0.265,144.361,2022,New Zealand
1826,One Right Now,"Post Malone, The Weeknd",Top Songs of 2022: New Zealand,"Post Malone, The Weeknd",0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,2022,New Zealand
1828,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2022: New Zealand,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2022,New Zealand
1837,Youngblood,5 Seconds of Summer,Top Songs of 2022: New Zealand,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2022,New Zealand
1844,I Feel It Coming (feat. Daft Punk),The Weeknd,Top Songs of 2022: New Zealand,,,,,,,,,,,,,2022,New Zealand
1845,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2022: New Zealand,Lil Nas X,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,2022,New Zealand
1850,Rolling in the Deep,Adele,Top Songs of 2022: New Zealand,Adele,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,2022,New Zealand
1852,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",Top Songs of 2022: New Zealand,"THE ANXIETY, WILLOW, Tyler Cole",0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,2022,New Zealand
1853,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2019: Australia,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2019,Australia
1862,Without Me,Halsey,Top Songs of 2019: Australia,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,2019,Australia
1865,Without Me,Halsey,Top Songs of 2019: Australia,Eminem,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,2019,Australia
1866,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2019: Australia,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2019,Australia
1875,Dance Monkey,Tones And I,Top Songs of 2019: Australia,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2019,Australia
1884,Sweet but Psycho,Ava Max,Top Songs of 2019: Australia,Ava Max,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,2019,Australia
1886,bad guy,Billie Eilish,Top Songs of 2019: Australia,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2019,Australia
1896,Body (feat. brando),Loud Luxury,Top Songs of 2019: Australia,Loud Luxury,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,2019,Australia
1900,Happier,"Marshmello, Bastille",Top Songs of 2019: Australia,"Marshmello, Bastille",0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,2019,Australia
1905,"thank u, next",Ariana Grande,Top Songs of 2019: Australia,Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,2019,Australia
1908,Shotgun,George Ezra,Top Songs of 2019: Australia,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2019,Australia
1914,3 Nights,Dominic Fike,Top Songs of 2019: Australia,Dominic Fike,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,2019,Australia
1918,7 rings,Ariana Grande,Top Songs of 2019: Australia,Ariana Grande,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,2019,Australia
1921,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2019: Australia,,,,,,,,,,,,,2019,Australia
1922,Wow.,Post Malone,Top Songs of 2019: Australia,Post Malone,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,2019,Australia
1925,Be Alright,Dean Lewis,Top Songs of 2019: Australia,Dean Lewis,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,2019,Australia
1930,Better,Khalid,Top Songs of 2019: Australia,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,2019,Australia
1934,Someone You Loved,Lewis Capaldi,Top Songs of 2019: Australia,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2019,Australia
1944,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2019: Australia,"Sam Smith, Normani",0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,2019,Australia
1948,Youngblood,5 Seconds of Summer,Top Songs of 2019: Australia,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2019,Australia
1955,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2019: Australia,"Shawn Mendes, Camila Cabello",0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,2019,Australia
1960,Sucker,Jonas Brothers,Top Songs of 2019: Australia,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,2019,Australia
1964,Woke Up Late (feat. Hailee Steinfeld),Drax Project,Top Songs of 2019: Australia,Drax Project,0.698,0.66,2.0,-5.429,0.0,0.083,0.043,0.0,0.186,0.351,119.214,2019,Australia
1966,Waiting,KIAN,Top Songs of 2019: Australia,KIAN,0.786,0.467,4.0,-7.694,0.0,0.0446,0.291,0.0,0.0636,0.46,138.041,2019,Australia
1967,when the party's over,Billie Eilish,Top Songs of 2019: Australia,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,2019,Australia
1973,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2019: Australia,"Meduza, Goodboys",0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,2019,Australia
1976,Let You Love Me,Rita Ora,Top Songs of 2019: Australia,Rita Ora,0.474,0.846,10.0,-3.344,1.0,0.287,0.277,0.0,0.0824,0.452,96.335,2019,Australia
1978,Don't Call Me Up,Mabel,Top Songs of 2019: Australia,Mabel,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,2019,Australia
1982,Talk,Khalid,Top Songs of 2019: Australia,Khalid,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984,2019,Australia
1985,bury a friend,Billie Eilish,Top Songs of 2019: Australia,Billie Eilish,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,2019,Australia
1988,Leave a Light On,Tom Walker,Top Songs of 2019: Australia,Tom Walker,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,2019,Australia
1990,Here With Me (feat. CHVRCHES),Marshmello,Top Songs of 2019: Australia,,,,,,,,,,,,,2019,Australia
1991,Exit Sign (feat. Illy & Ecca Vandal),Hilltop Hoods,Top Songs of 2019: Australia,,,,,,,,,,,,,2019,Australia
1992,Promises,"Calvin Harris, Sam Smith",Top Songs of 2019: Australia,"Calvin Harris, Sam Smith",0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,2019,Australia
1994,Bad Liar,Imagine Dragons,Top Songs of 2019: Australia,Imagine Dragons,0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,2019,Australia
1996,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2019: Australia,Ed Sheeran,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,2019,Australia
2000,7 Minutes,Dean Lewis,Top Songs of 2019: Australia,Dean Lewis,0.614,0.739,10.0,-6.478,1.0,0.0314,0.526,0.0,0.149,0.711,104.955,2019,Australia
2001,One Thing Right,"Marshmello, Kane Brown",Top Songs of 2019: Australia,"Marshmello, Kane Brown",0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,2019,Australia
2003,Johnny Run Away,Tones And I,Top Songs of 2019: Australia,Tones And I,0.8,0.538,2.0,-4.775,1.0,0.0617,0.642,1.23e-06,0.107,0.581,92.451,2019,Australia
2004,Mess Her Up (Single Edit),Amy Shark,Top Songs of 2019: Australia,Amy Shark,0.605,0.816,7.0,-4.475,1.0,0.0432,0.0363,0.000744,0.125,0.285,160.05,2019,Australia
2005,The Git Up,Blanco Brown,Top Songs of 2019: Australia,Blanco Brown,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,2019,Australia
2008,I Said Hi,Amy Shark,Top Songs of 2019: Australia,Amy Shark,0.393,0.855,6.0,-4.329,1.0,0.122,0.00469,0.0,0.0735,0.328,74.304,2019,Australia
2009,1999,"Charli XCX, Troye Sivan",Top Songs of 2019: Australia,"Charli XCX, Troye Sivan",0.741,0.743,7.0,-4.586,1.0,0.0328,0.0224,1.23e-06,0.229,0.658,124.014,2019,Australia
2010,Better Now,Post Malone,Top Songs of 2019: Australia,Post Malone,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,2019,Australia
2013,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Top Songs of 2019: Australia,Ed Sheeran,0.746,0.787,4.0,-6.373,1.0,0.12,0.214,0.0,0.0669,0.607,95.005,2019,Australia
2015,Choir,Guy Sebastian,Top Songs of 2019: Australia,Guy Sebastian,0.643,0.687,5.0,-3.65,1.0,0.0634,0.0703,0.0,0.0846,0.612,86.992,2019,Australia
2017,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Top Songs of 2019: Australia,"The Chainsmokers, 5 Seconds of Summer",0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,2019,Australia
2019,Love Someone,Lukas Graham,Top Songs of 2019: Australia,Lukas Graham,0.538,0.409,9.0,-6.581,0.0,0.0505,0.172,0.0,0.11,0.265,171.838,2019,Australia
2021,High Hopes,Panic! At the Disco,Top Songs of 2019: Australia,Panic! At the Disco,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,2019,Australia
2023,Good Lord,Birds of Tokyo,Top Songs of 2019: Australia,Birds of Tokyo,0.533,0.695,0.0,-4.819,1.0,0.0492,0.00539,0.0,0.236,0.216,155.964,2019,Australia
2024,You Need To Calm Down,Taylor Swift,Top Songs of 2019: Australia,Taylor Swift,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,2019,Australia
2027,lovely,"Billie Eilish, Khalid",Top Songs of 2019: Australia,"Billie Eilish, Khalid",0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,2019,Australia
2031,"break up with your girlfriend, i'm bored",Ariana Grande,Top Songs of 2019: Australia,Ariana Grande,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,2019,Australia
2034,Leave Me Lonely,Hilltop Hoods,Top Songs of 2019: Australia,Hilltop Hoods,0.763,0.874,0.0,-5.792,0.0,0.0564,0.27,0.0,0.159,0.755,131.038,2019,Australia
2035,If I Can't Have You,Shawn Mendes,Top Songs of 2019: Australia,Shawn Mendes,0.69,0.809,2.0,-4.198,1.0,0.0603,0.524,0.0,0.147,0.864,123.912,2019,Australia
2037,No Guidance (feat. Drake),Chris Brown,Top Songs of 2019: Australia,Chris Brown,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,2019,Australia
2045,Saturday Nights,Khalid,Top Songs of 2019: Australia,Khalid,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,2019,Australia
2047,Shape of You,Ed Sheeran,Top Songs of 2019: Australia,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2019,Australia
2055,It's You,Ali Gatie,Top Songs of 2019: Australia,Ali Gatie,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,2019,Australia
2058,I'm So Tired...,"Lauv, Troye Sivan",Top Songs of 2019: Australia,"Lauv, Troye Sivan",0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.0,0.195,0.498,101.252,2019,Australia
2060,Always Remember Us This Way,Lady Gaga,Top Songs of 2019: Australia,Lady Gaga,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,2019,Australia
2062,Walk Me Home,P!nk,Top Songs of 2019: Australia,P!nk,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,2019,Australia
2064,SOS (feat. Aloe Blacc),Avicii,Top Songs of 2019: Australia,Avicii,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,2019,Australia
2066,Giant,"Calvin Harris, Rag'n'Bone Man",Top Songs of 2019: Australia,"Calvin Harris, Rag'n'Bone Man",0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,2019,Australia
2068,Day Drunk,Morgan Evans,Top Songs of 2019: Australia,Morgan Evans,0.647,0.754,10.0,-5.446,1.0,0.0378,0.015,0.0,0.0684,0.755,97.005,2019,Australia
2069,Nevermind,Dennis Lloyd,Top Songs of 2019: Australia,Dennis Lloyd,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,2019,Australia
2071,Stay Awake,Dean Lewis,Top Songs of 2019: Australia,Dean Lewis,0.723,0.829,11.0,-7.123,0.0,0.0453,0.337,3.47e-05,0.0931,0.582,106.023,2019,Australia
2072,Never Seen the Rain,Tones And I,Top Songs of 2019: Australia,Tones And I,0.742,0.464,6.0,-5.624,0.0,0.0318,0.425,0.0,0.284,0.281,92.107,2019,Australia
2074,I Like It,"Cardi B, Bad Bunny, J Balvin",Top Songs of 2019: Australia,"Cardi B, Bad Bunny, J Balvin",0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,2019,Australia
2077,ocean eyes,Billie Eilish,Top Songs of 2019: Australia,Billie Eilish,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,2019,Australia
2081,Taste (feat. Offset),Tyga,Top Songs of 2019: Australia,Tyga,0.884,0.559,0.0,-7.442,1.0,0.12,0.0236,0.0,0.101,0.342,97.994,2019,Australia
2084,Truth Hurts,Lizzo,Top Songs of 2019: Australia,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,2019,Australia
2090,Better Together (feat. Running Touch),Hayden James,Top Songs of 2019: Australia,,,,,,,,,,,,,2019,Australia
2091,Never Really Over,Katy Perry,Top Songs of 2019: Australia,Katy Perry,0.77,0.882,8.0,-4.792,1.0,0.0605,0.194,0.0,0.316,0.385,99.991,2019,Australia
2092,Fire,Peking Duk,Top Songs of 2019: Australia,Peking Duk,0.679,0.69,1.0,-2.744,0.0,0.054,0.0256,8.92e-06,0.07,0.648,99.949,2019,Australia
2093,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2019: Australia,Ed Sheeran,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,2019,Australia
2097,rockstar (feat. 21 Savage),Post Malone,Top Songs of 2019: Australia,Post Malone,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,2019,Australia
2100,I Fall Apart,Post Malone,Top Songs of 2019: Australia,Post Malone,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,2019,Australia
2103,MIDDLE CHILD,J. Cole,Top Songs of 2019: Australia,J. Cole,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,2019,Australia
2106,Rewrite the Stars,"James Arthur, Anne-Marie",Top Songs of 2019: Australia,"James Arthur, Anne-Marie",0.67,0.743,10.0,-4.993,1.0,0.0393,0.237,0.0,0.465,0.571,125.944,2019,Australia
2107,Thunder,Imagine Dragons,Top Songs of 2019: Australia,Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,2019,Australia
